4340,5,127
4340,99,169
4340,164,173
4360,5,127
4360,99,169
4360,149,187
4380,5,127
4380,99,169
4380,149,187
4400,5,127
4400,149,187
4420,5,127
4420,149,187
4440,5,127
4440,149,187
4460,5,127
4460,34,86
4460,16,64
4460,126,170
4460,126,150
4460,149,187
4460,150,170
4480,5,127
4480,3,14
4480,16,64
4480,39,187
4480,39,149
4480,126,170
4480,126,150
4480,149,187
4480,25,188
4500,5,127
4500,150,170
4500,126,150
4500,149,187
4520,16,64
4520,126,150
4520,5,127
4520,149,187
4540,5,127
4540,16,64
4540,126,150
4540,149,187
4540,174,192
4560,149,187
4580,39,187
4580,39,149
4580,149,187
4580,174,192
4600,48,130
4600,149,187
4620,149,187
4640,75,84
4640,149,187
4660,94,117
4660,149,187
4680,149,187
4700,41,194
4700,149,187
4720,16,64
4720,149,187
4720,41,194
4740,39,187
4740,39,149
4740,149,187
4760,77,89
4780,39,187
4780,39,149
4780,96,127
4780,5,96
4780,149,187
4800,77,89
4800,88,126
4800,149,187
4820,149,187
4840,77,89
4860,77,125
4860,77,89
4860,89,125
4880,77,125
4880,77,89
4900,77,125
4900,77,89
4920,77,125
4920,77,89
4940,77,125
4940,77,89
4940,34,86
4960,77,125
4960,77,89
4980,34,86
4980,77,125
5000,34,86
5000,77,125
5000,71,114
5000,174,192
5020,77,125
5020,174,192
5040,120,134
5040,149,177
5040,168,183
5040,174,192
5060,19,161
5060,120,134
5060,168,183
5060,37,197
5080,120,134
5080,19,161
5100,39,177
5100,39,149
5120,2,108
5120,39,177
5120,39,149
5140,39,149
5140,39,177
5180,19,161
5180,39,177
5180,39,149
5200,19,161
5200,6,124
5200,132,189
5220,96,127
5220,132,189
5220,39,149
5220,19,161
5240,19,161
5240,53,114
5240,5,62
5240,96,127
5260,96,127
5260,149,177
5280,149,177
5300,5,62
5300,149,177
5320,48,130
5320,149,177
5340,48,130
5360,39,177
5380,135,145
5400,5,62
5400,135,145
5420,96,127
5420,135,145
5440,65,161
5440,77,89
5440,96,127
5440,135,145
5440,150,170
5460,5,62
5460,65,161
5460,77,89
5460,135,145
5460,150,170
5480,77,89
5480,135,145
5480,65,161
5500,65,161
5500,135,145
5520,65,161
5520,135,145
5540,65,161
5540,96,127
5540,135,145
5560,65,161
5560,96,127
5560,135,145
5560,169,189
5580,135,145
5580,169,189
5600,50,80
5600,94,95
5600,65,161
5600,68,165
5600,169,189
5620,65,161
5620,50,80
5620,94,95
5620,169,189
5640,19,22
5640,65,161
5640,178,186
5660,50,80
5660,169,189
5660,178,186
5700,40,55
5720,19,22
5720,40,55
5720,50,80
5740,19,22
5740,149,177
5760,19,22
5760,40,55
5760,149,177
5780,40,55
5780,149,177
5800,40,55
5800,138,160
5800,149,177
5820,40,55
5820,149,177
5840,149,177
5860,149,177
5880,149,177
5920,34,69
5920,29,147
5920,36,173
5940,34,69
5960,34,69
5980,48,130
5980,48,61
5980,61,130
6020,61,130
6040,34,69
6040,61,130
6060,12,167
6060,61,130
6060,34,69
6080,61,130
6100,48,61
6100,75,179
6140,14,35
6200,34,177
6220,158,192
6220,166,196
6240,166,196
6280,72,110
6280,166,196
6280,75,179
6300,0,116
6300,72,110
6300,166,196
6300,34,177
6320,72,110
6320,20,142
6320,166,196
6340,72,110
6360,20,142
6360,72,110
6360,166,196
6380,38,145
6380,72,110
6380,166,196
6400,34,187
6400,38,145
6400,7,48
6400,166,196
6420,38,145
6440,166,196
6460,166,196
6480,40,55
6480,60,102
6480,166,196
6500,166,196
6520,40,55
6520,166,196
6540,166,196
6560,39,149
6560,166,196
6580,7,48
6580,166,196
6600,60,102
6600,166,196
6620,7,61
6620,7,48
6620,39,149
6620,48,61
6620,166,196
6640,7,61
6640,7,48
6640,48,61
6640,166,196
6660,7,61
6660,7,48
6660,48,61
6660,166,196
6680,7,48
6680,166,196
6700,7,48
6700,5,62
6700,166,196
6720,5,62
6720,60,102
6720,166,196
6740,166,196
6760,30,112
6760,166,196
6760,91,175
6780,166,196
6800,166,196
6820,60,102
6820,91,175
6820,166,196
6840,166,196
6860,37,58
6860,69,177
6860,166,196
6860,91,175
6880,69,177
6880,166,196
6900,166,196
6900,69,177
6920,69,177
6920,72,110
6920,166,196
6940,40,112
6940,166,196
6960,166,196
6980,166,196
7000,40,112
7000,135,155
7000,166,196
7020,135,155
7020,166,196
7040,122,125
7040,135,155
7040,166,196
7060,19,161
7060,36,54
7060,166,196
7060,44,175
7060,163,199
7080,36,54
7080,166,196
7100,36,54
7100,166,196
7120,36,54
7120,166,196
7140,166,196
7160,34,39
7160,166,196
7180,166,196
7200,34,39
7200,41,140
7200,166,196
7200,117,184
7220,41,140
7220,166,196
7240,41,140
7240,166,196
7260,41,140
7260,157,165
7260,166,196
7280,41,140
7280,166,196
7300,34,69
7300,122,125
7300,166,196
7320,34,69
7320,122,125
7320,166,196
7340,122,125
7340,164,187
7340,166,196
7340,54,173
7360,122,125
7360,164,187
7360,54,173
7360,36,173
7360,166,196
7380,164,187
7380,166,196
7380,86,176
7400,164,187
7400,166,196
7420,7,61
7420,164,187
7440,7,61
7440,69,149
7440,164,187
7460,7,61
7460,69,149
7460,164,187
7480,7,61
7480,35,68
7480,44,74
7480,164,187
7500,164,187
7500,83,189
7520,7,61
7520,164,187
7520,86,176
7540,7,61
7540,72,95
7540,164,187
7560,44,74
7560,7,61
7560,164,187
7580,7,61
7580,164,187
7600,7,61
7600,164,187
7600,92,183
7620,7,61
7620,164,187
7620,91,175
7640,7,61
7640,56,75
7640,164,187
7660,56,75
7660,7,61
7660,57,85
7660,164,187
7660,92,183
7680,7,61
7680,56,75
7680,92,183
7680,164,187
7700,7,61
7700,56,75
7700,97,198
7700,164,187
7720,7,61
7720,56,75
7720,92,183
7720,164,187
7720,41,194
7740,7,61
7740,164,187
7740,158,186
7740,41,194
7760,7,61
7760,164,187
7760,41,194
7780,7,61
7780,158,186
7780,164,187
7780,41,194
7800,7,61
7800,164,187
7800,158,186
7800,41,194
7820,7,61
7820,41,194
7820,164,187
7840,164,187
7860,164,187
7880,164,187
7880,176,187
7880,164,176
7900,164,187
7920,26,49
7920,164,187
7940,164,187
7960,164,187
7980,164,187
8000,97,120
8000,164,187
8020,97,120
8020,164,187
8020,19,184
8040,97,120
8040,19,184
8040,164,187
8060,20,78
8060,164,187
8060,19,184
8080,65,162
8080,164,187
8080,176,187
8080,164,176
8100,65,162
8120,164,187
8140,28,172
8140,97,182
8140,164,187
8160,28,172
8160,164,187
8180,28,172
8180,164,187
8200,40,112
8200,164,187
8220,164,187
8240,164,187
8260,164,187
8260,176,187
8260,164,176
8280,28,87
8280,164,187
8300,28,87
8300,97,120
8300,164,187
8320,20,78
8320,28,87
8320,164,187
8320,176,187
8320,164,176
8340,20,78
8340,164,187
8360,20,78
8360,164,187
8380,65,162
8380,20,78
8380,164,187
8400,28,87
8400,65,162
8420,28,87
8420,175,181
8440,5,59
8440,65,162
8440,164,187
8460,158,178
8460,65,162
8480,24,73
8480,164,187
8500,22,196
8500,65,162
8500,164,187
8520,22,196
8520,24,73
8520,102,132
8540,22,196
8540,24,73
8540,56,75
8540,164,187
8560,24,73
8560,56,75
8560,65,162
8560,164,187
8560,176,187
8560,164,176
8580,24,73
8580,56,75
8580,65,162
8580,164,187
8600,65,162
8600,164,187
8600,22,196
8620,22,196
8620,164,187
8640,154,186
8640,164,187
8640,176,187
8640,164,176
8660,24,73
8660,164,187
8660,83,189
8680,24,73
8680,164,187
8700,164,187
8700,83,189
8720,154,186
8740,24,73
8740,1,151
8740,164,187
8760,22,196
8760,83,189
8760,164,187
8780,22,196
8780,164,187
8800,22,196
8800,164,187
8800,176,187
8800,164,176
8800,83,189
8820,22,196
8820,58,186
8820,40,112
8820,1,151
8820,164,187
8840,58,186
8840,58,154
8840,83,189
8840,19,117
8840,164,187
8860,5,59
8860,164,187
8880,164,187
8880,176,187
8880,164,176
8900,164,187
8920,16,106
8920,164,187
8940,16,106
8940,164,187
8940,50,173
8940,176,187
8940,164,176
8960,16,106
8960,164,187
8980,16,106
9000,16,106
9000,21,63
9000,164,187
9020,16,106
9020,21,63
9020,72,196
9020,87,172
9020,151,168
9020,164,187
9040,16,106
9040,72,196
9040,164,176
9060,72,196
9060,16,106
9060,164,176
9080,54,92
9080,16,106
9100,87,172
9100,164,176
9120,72,196
9120,111,177
9140,54,92
9160,51,99
9260,34,149
9260,51,99
9260,54,92
9280,34,149
9300,51,71
9320,54,92
9400,12,63
9440,5,96
9440,140,143
9460,79,178
9500,26,129
9520,26,129
9520,7,129
9540,7,129
9580,47,52
9620,0,116
9620,7,26
9620,47,52
9740,110,184
9760,22,161
9760,83,169
9780,127,133
9780,83,169
9800,3,68
9800,127,133
9820,33,56
9920,70,95
9980,3,68
9980,103,150
9980,43,124
10000,70,184
10020,111,176
10060,18,103
10060,107,125
10080,107,125
10100,17,52
10100,107,125
10120,107,125
10140,22,161
10160,17,52
10200,33,56
10200,34,149
10200,74,91
10200,75,131
10220,93,119
10220,137,144
10240,75,131
10260,4,126
10260,33,56
10280,17,52
10280,33,56
10280,4,150
10300,17,52
10300,121,144
10320,18,126
10320,51,99
10320,53,71
10320,121,144
10340,51,99
10340,121,144
10360,18,126
10360,51,99
10380,124,199
10380,18,126
10400,18,126
10400,124,199
10420,18,126
10440,18,126
10520,47,52
10540,47,52
10540,139,179
10560,47,52
10640,58,158
10640,74,91
10660,58,158
10660,74,91
10680,74,91
10700,1,2
10700,74,91
10700,124,163
10720,74,91
10740,74,91
10760,74,91
10780,74,91
10820,47,52
10840,111,164
10840,124,163
10880,64,129
10900,19,85
10900,64,129
10920,19,85
10920,23,99
10920,64,129
10940,5,191
10940,19,85
10940,64,129
10960,79,114
10960,64,129
10960,5,191
10980,64,129
10980,79,114
11000,7,64
11000,64,129
11000,79,114
11020,7,64
11020,64,129
11020,75,128
11020,50,173
11040,64,129
11040,90,186
11040,50,173
11060,50,173
11060,64,129
11060,58,188
11080,39,187
11080,64,129
11080,50,173
11100,39,187
11120,88,157
11160,57,172
11180,57,172
11200,57,172
11220,13,75
11220,15,121
11220,57,172
11240,13,75
11240,79,114
11260,13,75
11260,79,114
11260,86,151
11260,57,172
11260,121,180
11280,79,114
11300,14,150
11300,79,114
11300,57,109
11340,79,114
11380,30,112
11380,94,117
11380,154,197
11400,30,112
11420,86,151
11500,124,163
11540,74,141
11560,74,141
11560,83,169
11620,37,192
11620,124,163
11620,83,169
11660,74,141
11700,91,141
11720,31,146
11720,74,141
11720,66,127
11740,66,127
11740,91,141
11760,100,149
11780,100,149
11780,91,141
11820,19,184
11860,19,85
11860,91,141
11880,19,85
11900,19,85
11900,91,141
11920,19,85
11920,83,169
11920,145,155
11940,27,126
11940,91,141
11960,95,110
11960,91,141
11960,8,179
12020,19,85
12060,19,85
12080,19,85
12080,91,141
12120,19,85
12140,19,85
12160,19,85
12160,56,128
12180,19,85
12180,1,54
12180,56,128
12180,60,134
12200,19,85
12220,56,128
12240,71,99
12240,56,128
12260,31,146
12280,31,146
12280,58,178
12280,41,185
12300,15,121
12300,41,76
12300,90,186
12300,31,146
12300,41,185
12320,13,56
12320,31,146
12320,90,186
12320,43,168
12320,176,187
12340,31,146
12360,31,146
12360,43,168
12360,176,187
12380,31,146
12400,31,146
12400,43,168
12440,7,174
12460,7,174
12480,24,124
12480,7,174
12500,24,124
12520,41,76
12540,41,76
12540,24,124
12540,141,167
12560,16,59
12560,24,124
12560,141,167
12580,141,167
12640,122,147
12640,112,139
12660,132,134
12680,91,141
12700,63,124
12720,93,107
12720,91,141
12740,95,110
12760,95,110
12760,112,139
12780,112,139
12800,91,141
12820,57,87
12820,160,191
12840,91,141
12860,95,110
12900,7,26
12900,58,178
12920,7,26
12920,160,191
12940,176,187
12940,85,184
12940,160,191
13060,36,102
13080,46,61
13120,6,12
13160,160,191
13180,107,119
13180,120,182
13180,160,191
13200,107,119
13200,120,182
13220,107,119
13220,120,182
13220,76,185
13240,107,119
13240,120,182
13260,107,119
13260,120,182
13280,18,50
13280,107,119
13280,120,182
13300,9,157
13300,107,119
13320,66,118
13340,8,179
13340,26,129
13360,107,119
13380,9,157
13380,69,108
13380,107,119
13400,69,108
13400,107,119
13400,9,157
13420,69,108
13420,91,141
13420,107,119
13420,141,175
13440,54,187
13440,36,102
13440,107,119
13440,69,108
13440,141,175
13460,5,16
13460,36,102
13460,107,119
13460,141,175
13480,107,119
13500,141,175
13520,108,177
13520,141,175
13540,25,185
13540,141,175
13560,29,136
13560,141,175
13580,24,63
13580,141,175
13620,173,189
13640,173,189
13680,7,138
13700,7,138
13720,108,164
13720,173,189
13740,108,164
13740,173,189
13760,107,119
13760,7,138
13760,173,189
13780,72,161
13780,107,119
13780,108,164
13780,173,189
13800,54,177
13800,89,91
13800,173,189
13820,48,106
13820,72,161
13820,89,91
13840,72,161
13860,48,106
13860,72,161
13860,107,121
13860,173,189
13880,72,161
13900,72,161
13920,72,161
13940,54,177
13940,72,161
13960,46,106
13960,72,161
13960,121,122
13960,173,189
13960,54,177
13980,54,177
13980,72,161
13980,173,189
14000,72,161
14000,173,189
14020,56,143
14020,173,189
14040,36,102
14040,54,177
14040,89,91
14040,56,143
14060,54,177
14060,89,91
14060,10,109
14060,82,123
14080,10,109
14100,26,129
14120,26,129
14140,46,106
14140,89,91
14140,26,129
14160,7,26
14160,72,161
14160,89,91
14160,46,106
14160,29,136
14180,7,26
14200,3,161
14220,3,161
14240,3,161
14240,7,130
14260,3,161
14260,72,161
14280,3,161
14280,20,117
14280,72,161
14300,46,106
14300,72,161
14300,3,161
14320,20,145
14320,72,161
14320,3,72
14320,3,161
14340,3,161
14340,3,72
14340,28,184
14340,72,161
14340,46,106
14340,20,145
14360,3,161
14360,3,72
14360,20,145
14360,82,172
14360,72,161
14380,3,161
14380,3,72
14380,20,145
14380,72,161
14400,3,161
14400,3,72
14400,20,145
14400,72,161
14400,46,106
14420,72,161
14420,3,72
14420,46,106
14420,20,145
14420,3,161
14440,20,145
14440,46,106
14440,72,161
14440,3,72
14440,117,145
14440,3,161
14460,72,161
14460,3,72
14460,117,145
14460,20,145
14480,20,145
14480,20,117
14480,73,79
14480,117,145
14480,114,190
14500,20,145
14500,20,117
14500,117,145
14500,173,189
14520,15,32
14520,73,79
14520,46,106
14520,117,145
14520,20,117
14520,20,145
14520,173,189
14540,20,145
14540,20,117
14540,37,98
14540,46,106
14540,73,79
14540,117,145
14560,73,79
14560,117,155
14560,117,145
14560,20,117
14560,119,122
14580,20,155
14580,20,117
14580,117,155
14580,119,122
14600,20,155
14600,20,117
14600,105,184
14600,117,155
14600,118,127
14600,72,161
14620,104,133
14620,117,155
14620,20,117
14620,20,155
14640,20,155
14640,51,151
14640,117,155
14660,20,155
14660,103,189
14680,46,129
14700,3,161
14700,46,129
14720,3,161
14720,46,129
14740,117,155
14740,130,138
14800,130,138
14820,33,192
14820,130,138
14820,7,130
14840,33,192
14860,26,174
14880,130,138
14880,109,184
14980,90,129
14980,64,95
15020,102,168
15040,33,192
15060,15,122
15140,15,122
15200,117,155
15220,70,87
15220,73,114
15240,70,87
15260,13,170
15260,70,87
15280,13,170
15280,15,119
15300,134,183
15320,25,41
15320,134,183
15320,12,153
15340,25,41
15340,134,183
15360,134,183
15380,134,183
15400,140,143
15420,140,143
15440,12,160
15440,72,101
15460,14,47
15480,72,101
15480,161,162
15560,3,68
15560,69,111
15600,66,107
15620,54,187
15620,66,107
15640,54,187
15640,66,107
15660,66,107
15680,66,107
15740,46,55
15740,64,95
15760,46,55
15760,64,95
15780,95,110
15800,66,107
15820,38,112
15820,31,53
15820,66,107
15840,36,71
15840,38,112
15840,66,107
15860,66,107
15860,173,189
15880,38,112
15880,66,107
15880,173,189
15900,66,107
15920,57,82
15920,66,107
15940,66,107
15960,66,107
15960,26,174
15980,12,160
15980,66,107
16000,12,160
16020,66,107
16020,102,134
16040,102,134
16080,69,164
16100,69,164
16100,73,79
16120,69,164
16140,44,164
16140,69,164
16140,85,160
16160,44,164
16160,85,160
16180,47,189
16180,69,164
16180,80,173
16200,47,189
16200,69,164
16200,57,82
16220,57,82
16220,69,164
16220,96,106
16240,44,164
16240,44,69
16240,47,189
16240,69,164
16240,96,106
16240,37,132
16260,12,160
16260,44,164
16260,44,69
16260,96,106
16260,69,164
16280,44,164
16280,44,69
16280,93,167
16280,96,106
16280,127,147
16280,69,164
16280,47,189
16300,47,189
16300,61,186
16300,93,167
16300,127,147
16300,69,164
16300,44,164
16320,44,164
16320,44,69
16320,69,164
16340,37,132
16340,44,164
16340,44,69
16340,69,164
16340,96,106
16340,47,189
16360,44,164
16360,44,69
16360,61,186
16360,69,164
16360,118,147
16360,37,132
16380,28,160
16380,44,164
16380,44,69
16380,96,106
16380,102,134
16380,37,132
16400,15,119
16400,44,164
16400,44,69
16400,47,189
16400,69,164
16400,102,134
16400,37,132
16420,15,119
16420,44,177
16420,44,164
16420,44,69
16420,69,177
16420,69,164
16420,96,106
16420,164,177
16440,44,177
16440,44,164
16440,44,69
16440,47,189
16440,61,186
16440,69,177
16440,69,164
16440,164,177
16460,44,177
16460,44,164
16460,44,69
16460,47,189
16460,69,177
16460,69,164
16460,90,129
16460,15,119
16460,126,150
16460,164,177
16480,15,119
16480,44,177
16480,44,164
16480,44,69
16480,47,189
16480,69,177
16480,69,164
16480,90,129
16480,164,177
16500,15,122
16500,44,177
16500,44,164
16500,44,108
16500,44,69
16500,69,177
16500,69,164
16500,69,108
16500,164,177
16500,108,164
16500,61,186
16500,39,187
16520,15,119
16520,44,177
16520,44,164
16520,44,108
16520,44,69
16520,69,177
16520,69,164
16520,69,108
16520,74,125
16520,119,122
16520,139,174
16520,164,177
16540,44,177
16540,44,164
16540,44,108
16540,44,69
16540,69,177
16540,69,164
16540,69,108
16540,74,125
16540,108,164
16540,119,122
16540,164,177
16560,69,177
16560,69,164
16560,69,108
16560,44,69
16560,74,125
16560,119,122
16560,164,177
16560,44,177
16560,130,186
16560,61,186
16580,44,177
16580,44,164
16580,44,108
16580,44,69
16580,69,108
16580,74,125
16580,164,177
16580,69,177
16600,44,177
16600,44,164
16600,44,108
16600,74,125
16600,156,190
16600,164,177
16620,61,186
16620,74,125
16640,4,14
16640,70,184
16640,74,125
16640,108,177
16640,69,108
16640,69,177
16640,130,186
16640,61,186
16660,59,129
16660,61,130
16660,69,177
16660,69,108
16660,108,177
16660,113,195
16680,44,177
16680,44,108
16680,61,130
16680,69,177
16680,69,108
16680,74,125
16680,108,177
16680,59,129
16700,61,130
16700,69,177
16700,69,108
16700,74,125
16700,108,177
16700,44,108
16700,119,122
16700,44,177
16720,59,129
16720,59,90
16720,69,177
16720,69,108
16720,74,125
16720,61,130
16740,69,177
16740,69,108
16740,74,125
16740,118,127
16760,74,125
16760,108,177
16760,69,108
16760,120,182
16760,130,186
16760,69,177
16780,18,126
16780,44,164
16780,69,177
16780,74,125
16780,108,177
16780,130,186
16780,120,182
16800,74,125
16800,108,177
16800,109,145
16820,108,177
16820,120,182
16820,74,125
16840,74,125
16840,108,177
16840,109,145
16860,134,168
16880,134,168
16900,74,125
16900,134,168
16900,108,177
16920,74,125
16920,69,108
16940,74,125
16940,69,177
16960,61,186
16960,74,125
16960,69,177
16960,136,180
16980,74,125
16980,107,115
16980,108,177
17000,69,177
17020,74,125
17020,69,177
17040,74,125
17060,66,127
17060,74,125
17080,15,119
17080,51,58
17080,66,127
17080,66,118
17100,15,119
17100,74,125
17120,15,119
17120,74,125
17140,115,167
17140,119,122
17140,74,125
17160,4,14
17160,115,167
17160,74,125
17160,8,188
17180,66,127
17180,74,125
17180,115,167
17180,63,136
17200,66,127
17200,115,167
17260,32,80
17260,31,199
17300,5,21
17300,107,167
17300,115,167
17320,7,106
17320,115,167
17320,61,138
17340,7,106
17340,61,138
17360,7,106
17360,61,138
17360,115,167
17380,7,106
17400,7,106
17420,7,106
17440,7,106
17440,50,126
17460,7,106
17460,50,126
17480,51,58
17500,7,106
17500,12,135
17500,50,126
17500,55,59
17500,70,184
17520,50,126
17520,55,129
17520,55,59
17520,51,58
17540,55,59
17540,50,126
17540,20,191
17560,55,59
17580,55,59
17580,15,122
17620,12,135
17620,26,174
17640,3,17
17640,55,59
17640,131,145
17640,26,174
17660,55,59
17700,31,199
17700,50,126
17700,131,145
17740,119,122
17760,7,106
17760,30,72
17760,131,145
17780,7,106
17780,28,85
17800,7,106
17800,76,114
17800,50,150
17820,7,106
17840,7,106
17840,173,189
17860,7,106
17880,7,106
17880,117,142
17900,7,106
17920,7,106
17940,14,36
17940,7,106
17940,34,155
17960,7,106
17960,66,107
17980,69,158
18020,7,106
18020,107,127
18020,66,127
18040,7,106
18040,22,49
18060,5,62
18060,19,160
18060,20,105
18060,41,76
18060,7,106
18060,107,127
18080,7,106
18080,19,160
18080,107,127
18100,7,106
18100,22,49
18100,5,62
18100,107,127
18120,7,106
18120,19,160
18120,107,127
18140,12,135
18140,19,160
18140,22,49
18140,7,55
18140,7,106
18140,107,127
18160,7,106
18160,19,160
18160,107,127
18180,12,135
18180,22,49
18180,7,106
18180,107,127
18180,19,160
18200,7,106
18200,19,160
18200,7,55
18200,107,127
18200,164,176
18220,7,106
18220,19,160
18220,7,55
18240,7,106
18240,19,160
18240,22,162
18240,61,186
18260,7,106
18260,19,160
18260,22,162
18260,66,127
18260,69,158
18280,7,106
18280,19,160
18280,22,162
18280,7,55
18280,66,127
18280,77,111
18300,7,106
18300,66,127
18320,5,62
18320,7,106
18320,50,150
18320,80,157
18340,7,106
18340,100,150
18340,50,150
18360,7,106
18380,19,160
18400,19,160
